activity	automated	case_id	event_detail	event_end	event_start	team	user
Check received invoice	False	110982	Checked by Macy Hurst	2017-08-13 09:50:19	2017-08-13 09:50:18.333	Controlling	Macy Hurst
Request data	False	110982	Request sent: 2017-08-14	2017-08-17 15:59:07	2017-08-14 19:53:15	Controlling	Macy Hurst
Check contract conditions	False	110982	Checked by Macy Hurst	2017-08-17 15:59:07	2017-08-17 15:59:07	Controlling	Macy Hurst
Check contract conditions	False	110982	Checked by Macy Hurst	2017-08-17 15:59:12	2017-08-17 15:59:08.667	Controlling	Macy Hurst
Final check of invoice	False	110982	Checked by Harlan Woods	2017-08-20 14:43:48	2017-08-20 14:43:48	Other	Harlan Woods
Approve invoice	False	110982	Approve hierarchy (level 3)	2017-08-21 10:54:09	2017-08-21 06:52:04.800	Financial approval	Neil Vega
Check received invoice	False	110983	Checked by Macy Hurst	2017-08-13 09:50:43	2017-08-13 09:50:42.333	Controlling	Macy Hurst
Request data	False	110983	Request sent: 2017-08-14	2017-08-17 15:58:58	2017-08-14 19:53:28	Controlling	Macy Hurst
Check contract conditions	False	110983	Checked by Macy Hurst	2017-08-17 15:58:58	2017-08-17 15:58:58	Controlling	Macy Hurst
Check contract conditions	False	110983	Checked by Macy Hurst	2017-08-17 15:59:03	2017-08-17 15:58:59.667	Controlling	Macy Hurst
Final check of invoice	False	110983	Checked by Gareth Levy	2017-08-20 14:44:57	2017-08-20 14:44:57	Other	Gareth Levy
Approve invoice	False	110983	Approve hierarchy (level 2)	2017-08-21 10:07:06		Other	Oscar Medina
Check received invoice	False	110985	Checked by Macy Hurst	2017-08-13 09:51:29	2017-08-13 09:51:28.333	Controlling	Macy Hurst
Request data	False	110985	Request sent: 2017-08-14	2017-08-17 15:58:48	2017-08-14 19:53:55.333	Controlling	Macy Hurst
Check contract conditions	False	110985	Checked by Macy Hurst	2017-08-17 15:58:48	2017-08-17 15:58:48	Controlling	Macy Hurst
Check contract conditions	False	110985	Checked by Macy Hurst	2017-08-17 15:58:54	2017-08-17 15:58:50	Controlling	Macy Hurst
Final check of invoice	False	110985	Checked by Aaron Chaney	2017-08-20 14:48:25	2017-08-17 15:58:54	Purchasing	Aaron Chaney
Approve invoice	False	110985	Approve hierarchy (level 1)	2017-08-24 12:02:31	2017-08-22 13:25:28	Line management	Eden Morrow
Check received invoice	False	110986	Checked by Macy Hurst	2017-08-13 09:51:52	2017-08-13 09:51:51.333	Controlling	Macy Hurst
Pay invoice	False	110975	Bank account 6102159	2017-08-25 12:03:59	2017-08-25 00:41:36.333	Controlling	Macy Hurst
Pay invoice	False	110976	Bank account 6112160	2017-08-21 13:35:47	2017-08-20 22:42:15	Controlling	Macy Hurst
Pay invoice	False	110977	Bank account 6122161	2017-08-21 13:37:16	2017-08-20 22:43:06	Controlling	Macy Hurst
Pay invoice	False	110978	Bank account 6132162	2017-08-24 16:22:12	2017-08-24 13:27:22	Controlling	Macy Hurst
Pay invoice	False	110979	Bank account 6142163	2017-08-24 16:21:53	2017-08-24 13:28:03.667	Controlling	Macy Hurst
Pay invoice	False	110981	Bank account 6152164	2017-08-27 13:00:13	2017-08-26 19:31:01	Controlling	Macy Hurst
Pay invoice	False	110982	Bank account 6162165	2017-08-24 17:17:19	2017-08-22 13:01:52.333	Controlling	Macy Hurst
Pay invoice	False	110983	Bank account 6172166	2017-08-21 10:18:32	2017-08-21 10:10:54.667	Controlling	Macy Hurst
Pay invoice	False	110985	Bank account 6182167	2017-08-24 16:21:40	2017-08-24 13:28:54	Controlling	Macy Hurst
Request data	False	110986	Request sent: 2017-08-14	2017-08-17 15:55:13	2017-08-14 19:52:59	Controlling	Macy Hurst
Check contract conditions	False	110986	Checked by Macy Hurst	2017-08-17 15:55:13	2017-08-17 15:55:13	Controlling	Macy Hurst
Check contract conditions	False	110986	Checked by Macy Hurst	2017-08-17 15:55:18	2017-08-17 15:55:14.667	Controlling	Macy Hurst
Final check of invoice	False	110986	Checked by Harlan Woods	2017-08-20 14:48:58	2017-08-20 14:48:58	Other	Harlan Woods
Approve invoice	False	110986	Approve hierarchy (level 3)	2017-08-21 10:55:12	2017-08-21 06:53:57.200	Financial approval	Neil Vega
Check received invoice	False	110987	Checked by Macy Hurst	2017-08-13 09:52:15	2017-08-13 09:52:14.333	Controlling	Macy Hurst
Request data	False	110987	Request sent: 2017-08-14	2017-08-17 15:55:23	2017-08-14 19:53:17.667	Controlling	Macy Hurst
Check contract conditions	False	110987	Checked by Macy Hurst	2017-08-17 15:55:23	2017-08-17 15:55:23	Controlling	Macy Hurst
Check contract conditions	False	110987	Checked by Macy Hurst	2017-08-17 15:55:29	2017-08-17 15:55:25	Controlling	Macy Hurst
Final check of invoice	False	110987	Checked by Alden Baxter	2017-08-20 14:50:01	2017-08-19 21:06:23	Purchasing	Alden Baxter
Approve invoice	False	110987	Approve hierarchy (level 2)	2017-08-26 10:25:07	2017-08-24 23:31:20.500	Financial approval	Naida Ortiz
Check received invoice	False	110988	Checked by Macy Hurst	2017-08-13 09:52:38	2017-08-13 09:52:37.333	Controlling	Macy Hurst
Request data	False	110988	Request sent: 2017-08-14	2017-08-17 15:55:35	2017-08-14 19:53:37	Controlling	Macy Hurst
Check contract conditions	False	110988	Checked by Macy Hurst	2017-08-17 15:55:35	2017-08-17 15:55:35	Controlling	Macy Hurst
Check contract conditions	False	110988	Checked by Macy Hurst	2017-08-17 15:55:40	2017-08-17 15:55:36.667	Controlling	Macy Hurst
Final check of invoice	False	110988	Checked by Joy Hall	2017-08-20 14:50:47	2017-08-20 14:50:47	Other	Joy Hall
Approve invoice	False	110988	Approve hierarchy (level 1)	2017-08-21 09:57:55	2017-08-21 09:57:55	Other	Selma Griffin
Check received invoice	False	110990	Checked by Macy Hurst	2017-08-13 09:53:24	2017-08-13 09:53:23.333	Controlling	Macy Hurst
Request data	False	110990	Request sent: 2017-08-14	2017-08-17 15:58:28	2017-08-14 19:55:05.333	Controlling	Macy Hurst
Check contract conditions	False	110990	Checked by Macy Hurst	2017-08-17 15:58:30	2017-08-17 15:58:28.667	Controlling	Macy Hurst
Check contract conditions	False	110990	Checked by Macy Hurst	2017-08-17 15:58:35	2017-08-17 15:58:31.667	Controlling	Macy Hurst
Final check of invoice	False	110990	Checked by Aaron Downs	2017-08-20 14:52:02	2017-08-20 14:52:02	Administration	Aaron Downs
Check contract conditions	False	110990	Checked by Macy Hurst	2017-08-20 15:59:32	2017-08-20 15:14:32	Controlling	Macy Hurst
Final check of invoice	False	110990	Checked by Mallory Henry	2017-08-20 16:01:25	2017-08-20 16:01:25	Other	Mallory Henry
Approve invoice	False	110990	Approve hierarchy (level 2)	2017-08-20 17:59:20		Other	Shay Christensen
Check received invoice	False	110991	Checked by Macy Hurst	2017-08-13 09:53:47	2017-08-13 09:53:46.333	Controlling	Macy Hurst
Request data	False	110991	Request sent: 2017-08-14	2017-08-17 15:58:07	2017-08-14 19:55:13.667	Controlling	Macy Hurst
Check contract conditions	False	110991	Checked by Macy Hurst	2017-08-17 15:58:09	2017-08-17 15:58:07.667	Controlling	Macy Hurst
Check contract conditions	False	110991	Checked by Macy Hurst	2017-08-17 15:58:13	2017-08-17 15:58:10.333	Controlling	Macy Hurst
Final check of invoice	False	110991	Checked by Lael Ingram	2017-08-20 14:54:22	2017-08-20 14:54:22	Other	Lael Ingram
Approve invoice	False	110991	Approve hierarchy (level 1)	2017-08-20 17:50:18		Other	Oscar Medina
Check received invoice	False	110992	Checked by Macy Hurst	2017-08-13 09:54:10	2017-08-13 09:54:09.333	Controlling	Macy Hurst
Request data	False	110992	Request sent: 2017-08-14	2017-08-17 15:57:53	2017-08-14 19:55:24.333	Controlling	Macy Hurst
Check contract conditions	False	110992	Checked by Macy Hurst	2017-08-17 15:57:55	2017-08-17 15:57:53.667	Controlling	Macy Hurst
Check contract conditions	False	110992	Checked by Macy Hurst	2017-08-17 15:58:01	2017-08-17 15:57:57	Controlling	Macy Hurst
Final check of invoice	False	110992	Checked by Joy Hall	2017-08-20 14:55:28	2017-08-20 14:55:28	Other	Joy Hall
Approve invoice	False	110992	Approve hierarchy (level 3)	2017-08-21 09:59:44	2017-08-21 09:59:44	Other	Selma Griffin
Check received invoice	False	110993	Checked by Macy Hurst	2017-08-13 09:54:33	2017-08-13 09:54:32.333	Controlling	Macy Hurst
Request data	False	110993	Request sent: 2017-08-14	2017-08-17 15:57:41	2017-08-14 19:55:35.667	Controlling	Macy Hurst
Check contract conditions	False	110993	Checked by Macy Hurst	2017-08-17 15:57:44	2017-08-17 15:57:42	Controlling	Macy Hurst
Check contract conditions	False	110993	Checked by Macy Hurst	2017-08-17 15:57:49	2017-08-17 15:57:45.667	Controlling	Macy Hurst
Final check of invoice	False	110993	Checked by Roanna Parsons	2017-08-20 14:56:04	2017-08-20 14:56:04	Other	Roanna Parsons
Check received invoice	False	110994	Checked by Macy Hurst	2017-08-13 09:54:56	2017-08-13 09:54:55.333	Controlling	Macy Hurst
Request data	False	110994	Request sent: 2017-08-14	2017-08-17 15:57:31	2017-08-14 19:55:47.667	Controlling	Macy Hurst
Check contract conditions	False	110994	Checked by Macy Hurst	2017-08-17 15:57:31	2017-08-17 15:57:31	Controlling	Macy Hurst
Check contract conditions	False	110994	Checked by Macy Hurst	2017-08-17 15:57:37	2017-08-17 15:57:33	Controlling	Macy Hurst
Final check of invoice	False	110994	Checked by Kirk Barker	2017-08-20 14:56:48	2017-08-20 14:56:48	Other	Kirk Barker
Approve invoice	False	110994	Approve hierarchy (level 3)	2017-08-25 09:45:08	2017-08-23 00:20:58	Line management	Eden Morrow
Check received invoice	False	110995	Checked by Macy Hurst	2017-08-13 09:55:19	2017-08-13 09:55:18.333	Controlling	Macy Hurst
Request data	False	110995	Request sent: 2017-08-14	2017-08-17 15:57:23	2017-08-14 19:56:00.333	Controlling	Macy Hurst
Check contract conditions	False	110995	Checked by Macy Hurst	2017-08-17 15:57:23	2017-08-17 15:57:23	Controlling	Macy Hurst
Check contract conditions	False	110995	Checked by Macy Hurst	2017-08-17 15:57:27	2017-08-17 15:57:24.333	Controlling	Macy Hurst
Final check of invoice	False	110995	Checked by Mallory Henry	2017-08-20 14:59:49	2017-08-20 14:59:49	Other	Mallory Henry
Approve invoice	False	110995	Approve hierarchy (level 2)	2017-08-20 17:59:58		Other	Shay Christensen
Check received invoice	False	110996	Checked by Macy Hurst	2017-08-13 09:55:42	2017-08-13 09:55:41.333	Controlling	Macy Hurst
Request data	False	110996	Request sent: 2017-08-14	2017-08-17 15:57:12	2017-08-14 19:56:12	Controlling	Macy Hurst
Pay invoice	False	110986	Bank account 6192168	2017-08-24 17:18:19	2017-08-22 13:02:54.333	Controlling	Macy Hurst
Pay invoice	False	110987	Bank account 6202169	2017-08-26 16:09:13	2017-08-26 12:19:49	Controlling	Macy Hurst
Pay invoice	False	110988	Bank account 6212170	2017-08-21 13:46:24	2017-08-21 11:14:04.667	Controlling	Macy Hurst
Pay invoice	False	110990	Bank account 6222171	2017-08-24 10:11:38	2017-08-21 23:23:26	Controlling	Macy Hurst
Pay invoice	False	110991	Bank account 6232172	2017-08-21 10:14:55	2017-08-20 23:18:30.333	Controlling	Macy Hurst
Pay invoice	False	110992	Bank account 6242173	2017-08-21 15:06:01	2017-08-21 11:41:49.667	Controlling	Macy Hurst
Pay invoice	False	110993	Bank account 6252174	2017-08-25 12:07:28	2017-08-22 05:59:52	Controlling	Macy Hurst
Pay invoice	False	110994	Bank account 6262175	2017-08-25 10:59:54	2017-08-25 10:10:03.333	Controlling	Macy Hurst
Pay invoice	False	110995	Bank account 6272176	2017-08-24 10:11:25	2017-08-21 23:23:47	Controlling	Macy Hurst
Check contract conditions	False	110996	Checked by Macy Hurst	2017-08-17 15:57:14	2017-08-17 15:57:12.667	Controlling	Macy Hurst
Check contract conditions	False	110996	Checked by Macy Hurst	2017-08-17 15:57:18	2017-08-17 15:57:15.333	Controlling	Macy Hurst
Final check of invoice	False	110996	Checked by Kirk Barker	2017-08-20 15:00:28	2017-08-20 15:00:28	Other	Kirk Barker
Approve invoice	False	110996	Approve hierarchy (level 1)	2017-08-25 09:45:38	2017-08-23 00:23:03	Line management	Eden Morrow
Check received invoice	False	110998	Checked by Macy Hurst	2017-08-13 09:56:28	2017-08-13 09:56:26.667	Controlling	Macy Hurst
Request data	False	110998	Request sent: 2017-08-14	2017-08-17 15:56:16	2017-08-14 19:56:24	Controlling	Macy Hurst
Check contract conditions	False	110998	Checked by Macy Hurst	2017-08-17 15:56:16	2017-08-17 15:56:16	Controlling	Macy Hurst
Check contract conditions	False	110998	Checked by Macy Hurst	2017-08-17 15:56:22	2017-08-17 15:56:18	Controlling	Macy Hurst
Final check of invoice	False	110998	Checked by Aaron Chaney	2017-08-20 15:12:23	2017-08-17 15:56:22	Purchasing	Aaron Chaney
Approve invoice	False	110998	Approve hierarchy (level 3)	2017-08-24 12:04:00	2017-08-22 13:38:11.500	Line management	Eden Morrow
Check received invoice	False	110999	Checked by Macy Hurst	2017-08-13 09:56:51	2017-08-13 09:56:49.667	Controlling	Macy Hurst
Request data	False	110999	Request sent: 2017-08-14	2017-08-17 15:56:06	2017-08-14 19:56:36	Controlling	Macy Hurst
Check contract conditions	False	110999	Checked by Macy Hurst	2017-08-17 15:56:07	2017-08-17 15:56:06.333	Controlling	Macy Hurst
Check contract conditions	False	110999	Checked by Macy Hurst	2017-08-17 15:56:12	2017-08-17 15:56:08.667	Controlling	Macy Hurst
Final check of invoice	False	110999	Checked by Byron Roberson	2017-08-20 15:13:14	2017-08-20 15:13:14	Other	Byron Roberson
Approve invoice	False	110999	Approve hierarchy (level 2)	2017-08-20 15:22:26		Other	Kaye Morrow
Check received invoice	False	111001	Checked by Macy Hurst	2017-08-13 09:57:37	2017-08-13 09:57:35.667	Controlling	Macy Hurst
Request data	False	111001	Request sent: 2017-08-14	2017-08-17 15:55:44	2017-08-14 19:56:59.333	Controlling	Macy Hurst
Check contract conditions	False	111001	Checked by Macy Hurst	2017-08-17 15:55:44	2017-08-17 15:55:44	Controlling	Macy Hurst
Check contract conditions	False	111001	Checked by Macy Hurst	2017-08-17 15:55:49	2017-08-17 15:55:45.667	Controlling	Macy Hurst
Final check of invoice	False	111001	Checked by Kay Farley	2017-08-20 15:20:07	2017-08-20 15:20:07	Other	Kay Farley
Approve invoice	False	111001	Approve hierarchy (level 1)	2017-08-21 08:59:39	2017-08-21 05:27:44.600	Financial approval	Adam Osborne
Check received invoice	False	111002	Checked by Macy Hurst	2017-08-13 09:58:00	2017-08-13 09:57:58.667	Controlling	Macy Hurst
Request data	False	111002	Request sent: 2017-08-14	2017-08-17 15:55:01	2017-08-14 19:57:00.333	Controlling	Macy Hurst
Check contract conditions	False	111002	Checked by Macy Hurst	2017-08-17 15:55:02	2017-08-17 15:55:01.333	Controlling	Macy Hurst
Check contract conditions	False	111002	Checked by Macy Hurst	2017-08-17 15:55:08	2017-08-17 15:55:04	Controlling	Macy Hurst
Final check of invoice	False	111002	Checked by Regina Sanchez	2017-08-20 15:21:35		Other	Regina Sanchez
Approve invoice	False	111002	Approve hierarchy (level 3)	2017-08-21 15:42:48	2017-08-21 15:42:48	Other	Selma Griffin
Check received invoice	False	111003	Checked by Macy Hurst	2017-08-13 09:58:22	2017-08-13 09:58:21.333	Controlling	Macy Hurst
Request data	False	111003	Request sent: 2017-08-14	2017-08-17 15:54:53	2017-08-14 19:57:12.333	Controlling	Macy Hurst
Check contract conditions	False	111003	Checked by Macy Hurst	2017-08-17 15:54:54	2017-08-17 15:54:53.333	Controlling	Macy Hurst
Check contract conditions	False	111003	Checked by Macy Hurst	2017-08-17 15:54:58	2017-08-17 15:54:55.333	Controlling	Macy Hurst
Final check of invoice	False	111003	Checked by Byron Roberson	2017-08-20 15:22:11	2017-08-20 15:22:11	Other	Byron Roberson
Approve invoice	False	111003	Approve hierarchy (level 2)	2017-08-20 15:23:51		Other	Kaye Morrow
Check received invoice	False	111004	Checked by Macy Hurst	2017-08-13 09:58:45	2017-08-13 09:58:44.333	Controlling	Macy Hurst
Request data	False	111004	Request sent: 2017-08-14	2017-08-17 15:54:45	2017-08-14 19:57:25	Controlling	Macy Hurst
Check contract conditions	False	111004	Checked by Macy Hurst	2017-08-17 15:54:45	2017-08-17 15:54:45	Controlling	Macy Hurst
Check contract conditions	False	111004	Checked by Macy Hurst	2017-08-17 15:54:50	2017-08-17 15:54:46.667	Controlling	Macy Hurst
Final check of invoice	False	111004	Checked by Joy Hall	2017-08-20 15:34:36	2017-08-20 15:34:36	Other	Joy Hall
Approve invoice	False	111004	Approve hierarchy (level 1)	2017-08-21 09:52:56	2017-08-21 09:52:56	Other	Selma Griffin
Check received invoice	False	111005	Checked by Macy Hurst	2017-08-13 09:59:08	2017-08-13 09:59:07.333	Controlling	Macy Hurst
Request data	False	111005	Request sent: 2017-08-14	2017-08-17 15:54:34	2017-08-14 19:57:36.667	Controlling	Macy Hurst
Check contract conditions	False	111005	Checked by Macy Hurst	2017-08-17 15:54:36	2017-08-17 15:54:34.667	Controlling	Macy Hurst
Check contract conditions	False	111005	Checked by Macy Hurst	2017-08-17 15:54:41	2017-08-17 15:54:37.667	Controlling	Macy Hurst
Final check of invoice	False	111005	Checked by Joy Hall	2017-08-20 15:35:02	2017-08-20 15:35:02	Other	Joy Hall
Approve invoice	False	111005	Approve hierarchy (level 3)	2017-08-21 09:51:50	2017-08-21 09:51:50	Other	Selma Griffin
Check received invoice	False	111006	Checked by Macy Hurst	2017-08-13 09:59:31	2017-08-13 09:59:30.333	Controlling	Macy Hurst
Request data	False	111006	Request sent: 2017-08-14	2017-08-17 15:52:39	2017-08-14 19:57:13.667	Controlling	Macy Hurst
Check contract conditions	False	111006	Checked by Macy Hurst	2017-08-17 15:52:41	2017-08-17 15:52:39.667	Controlling	Macy Hurst
Check contract conditions	False	111006	Checked by Macy Hurst	2017-08-17 15:52:47	2017-08-17 15:52:43	Controlling	Macy Hurst
Final check of invoice	False	111006	Checked by Lael Ingram	2017-08-20 15:36:03	2017-08-20 15:36:03	Other	Lael Ingram
Approve invoice	False	111006	Approve hierarchy (level 2)	2017-08-20 17:42:43		Other	Oscar Medina
Check received invoice	False	111007	Checked by Macy Hurst	2017-08-13 09:59:54	2017-08-13 09:59:53.333	Controlling	Macy Hurst
Request data	False	111007	Request sent: 2017-08-14	2017-08-17 15:52:29	2017-08-14 19:57:25.667	Controlling	Macy Hurst
Check contract conditions	False	111007	Checked by Macy Hurst	2017-08-17 15:52:29	2017-08-17 15:52:29	Controlling	Macy Hurst
Check contract conditions	False	111007	Checked by Macy Hurst	2017-08-17 15:52:34	2017-08-17 15:52:30.667	Controlling	Macy Hurst
Pay invoice	False	110996	Bank account 6282177	2017-08-25 10:59:45	2017-08-25 10:10:20.333	Controlling	Macy Hurst
Pay invoice	False	110998	Bank account 6292178	2017-08-24 16:21:25	2017-08-24 13:29:48.333	Controlling	Macy Hurst
Pay invoice	False	110999	Bank account 6302179	2017-08-20 16:02:43	2017-08-20 15:35:51.667	Controlling	Macy Hurst
Pay invoice	False	111001	Bank account 6312180	2017-08-21 16:08:06	2017-08-21 11:22:28	Controlling	Macy Hurst
Pay invoice	False	111002	Bank account 6322181	2017-08-21 16:30:39	2017-08-21 15:58:45	Controlling	Macy Hurst
Pay invoice	False	111003	Bank account 6332182	2017-08-20 16:03:22	2017-08-20 15:37:01.333	Controlling	Macy Hurst
Pay invoice	False	111004	Bank account 6342183	2017-08-21 13:43:33	2017-08-21 11:09:48.333	Controlling	Macy Hurst
Pay invoice	False	111005	Bank account 6352184	2017-08-21 13:42:02	2017-08-21 11:08:34	Controlling	Macy Hurst
Pay invoice	False	111006	Bank account 6362185	2017-08-21 10:09:01	2017-08-20 23:11:29	Controlling	Macy Hurst
Final check of invoice	True	111007	Checked by System	2017-08-20 15:37:04	2017-08-20 15:37:04	Auto-processor	System
Final check of invoice	False	111007	Checked by Tatyana Howe	2017-08-27 15:37:38	2017-08-27 15:37:38	Other	Tatyana Howe
Approve invoice	False	111007	Approve hierarchy (level 2)	2017-09-01 14:52:11	2017-09-01 14:52:11	Other	Shad Terry
Check received invoice	False	111008	Checked by Macy Hurst	2017-08-13 10:00:17	2017-08-13 10:00:16.333	Controlling	Macy Hurst
Request data	False	111008	Request sent: 2017-08-14	2017-08-17 15:52:20	2017-08-14 19:57:38	Controlling	Macy Hurst
Check contract conditions	False	111008	Checked by Macy Hurst	2017-08-17 15:52:21	2017-08-17 15:52:20.333	Controlling	Macy Hurst
Check contract conditions	False	111008	Checked by Macy Hurst	2017-08-17 15:52:25	2017-08-17 15:52:22.333	Controlling	Macy Hurst
Final check of invoice	False	111008	Checked by Aaron Chaney	2017-08-20 15:38:33	2017-08-17 15:52:25	Purchasing	Aaron Chaney
Approve invoice	False	111008	Approve hierarchy (level 1)	2017-08-24 15:51:46	2017-08-22 15:45:09.500	Line management	Eden Morrow
Check received invoice	False	111011	Checked by Macy Hurst	2017-08-13 10:01:26	2017-08-13 10:01:24.667	Controlling	Macy Hurst
Request data	False	111011	Request sent: 2017-08-14	2017-08-17 15:51:58	2017-08-14 19:58:16.667	Controlling	Macy Hurst
Check contract conditions	False	111011	Checked by Macy Hurst	2017-08-17 15:51:59	2017-08-17 15:51:58.333	Controlling	Macy Hurst
Check contract conditions	False	111011	Checked by Macy Hurst	2017-08-17 15:52:05	2017-08-17 15:52:01	Controlling	Macy Hurst
Final check of invoice	False	111011	Checked by Byron Roberson	2017-08-20 15:41:21	2017-08-20 15:41:21	Other	Byron Roberson
Approve invoice	False	111011	Approve hierarchy (level 3)	2017-08-21 09:51:55		Other	Kaye Morrow
Check received invoice	False	111012	Checked by Macy Hurst	2017-08-13 10:01:48	2017-08-13 10:01:47.333	Controlling	Macy Hurst
Request data	False	111012	Request sent: 2017-08-14	2017-08-17 15:51:27	2017-08-14 19:58:21	Controlling	Macy Hurst
Check contract conditions	False	111012	Checked by Macy Hurst	2017-08-17 15:51:28	2017-08-17 15:51:27.333	Controlling	Macy Hurst
Check contract conditions	False	111012	Checked by Macy Hurst	2017-08-17 15:51:35	2017-08-17 15:51:30.333	Controlling	Macy Hurst
Final check of invoice	False	111012	Checked by Byron Roberson	2017-08-20 15:42:10	2017-08-20 15:42:10	Other	Byron Roberson
Approve invoice	False	111012	Approve hierarchy (level 2)	2017-08-21 09:53:11		Other	Kaye Morrow
Check received invoice	False	111013	Checked by Macy Hurst	2017-08-13 10:02:11	2017-08-13 10:02:10.333	Controlling	Macy Hurst
Request data	False	111013	Request sent: 2017-08-14	2017-08-17 15:51:37	2017-08-14 19:58:39.667	Controlling	Macy Hurst
Check contract conditions	False	111013	Checked by Macy Hurst	2017-08-17 15:51:38	2017-08-17 15:51:37.333	Controlling	Macy Hurst
Check contract conditions	False	111013	Checked by Macy Hurst	2017-08-17 15:51:44	2017-08-17 15:51:40	Controlling	Macy Hurst
Final check of invoice	False	111013	Checked by Leslie Bruce	2017-08-20 15:42:49	2017-08-20 15:42:49	Other	Leslie Bruce
Check received invoice	False	111014	Checked by Macy Hurst	2017-08-13 10:02:34	2017-08-13 10:02:33.333	Controlling	Macy Hurst
Request data	False	111014	Request sent: 2017-08-14	2017-08-17 15:51:15	2017-08-14 19:58:47.667	Controlling	Macy Hurst
Check contract conditions	False	111014	Checked by Macy Hurst	2017-08-17 15:51:15	2017-08-17 15:51:15	Controlling	Macy Hurst
Check contract conditions	False	111014	Checked by Macy Hurst	2017-08-17 15:51:21	2017-08-17 15:51:17	Controlling	Macy Hurst
Final check of invoice	False	111014	Checked by Aaron Downs	2017-08-20 15:46:46	2017-08-20 15:46:46	Administration	Aaron Downs
Check contract conditions	False	111014	Checked by Macy Hurst	2017-08-27 11:20:10	2017-08-22 22:17:54	Controlling	Macy Hurst
Final check of invoice	False	111014	Checked by Nehru Cohen	2017-08-27 11:22:51	2017-08-27 11:22:51	Other	Nehru Cohen
Check contract conditions	False	111014	Checked by Macy Hurst	2017-08-27 15:02:49	2017-08-27 12:36:10.333	Controlling	Macy Hurst
Final check of invoice	False	111014	Checked by Jaden Lopez	2017-09-17 12:25:07	2017-09-17 12:25:07	Other	Jaden Lopez
Approve invoice	False	111014	Approve hierarchy (level 3)	2017-09-17 19:04:46	2017-09-17 19:04:46	Other	Jasmine Snyder
Check received invoice	False	111015	Checked by Macy Hurst	2017-08-13 10:02:57	2017-08-13 10:02:56.333	Controlling	Macy Hurst
Request data	False	111015	Request sent: 2017-08-14	2017-08-17 15:51:04	2017-08-14 19:58:59.333	Controlling	Macy Hurst
Check contract conditions	False	111015	Checked by Macy Hurst	2017-08-17 15:51:04	2017-08-17 15:51:04	Controlling	Macy Hurst
Check contract conditions	False	111015	Checked by Macy Hurst	2017-08-17 15:51:11	2017-08-17 15:51:06.333	Controlling	Macy Hurst
Final check of invoice	False	111015	Checked by Vielka Welch	2017-08-21 09:40:32		Other	Vielka Welch
Approve invoice	False	111015	Approve hierarchy (level 2)	2017-08-21 16:34:11		Other	Oscar Medina
Check received invoice	False	111017	Checked by Macy Hurst	2017-08-13 10:03:44	2017-08-13 10:03:42.667	Controlling	Macy Hurst
Request data	False	111017	Request sent: 2017-08-14	2017-08-17 15:50:44	2017-08-14 19:59:24	Controlling	Macy Hurst
Check contract conditions	False	111017	Checked by Macy Hurst	2017-08-17 15:50:44	2017-08-17 15:50:44	Controlling	Macy Hurst
Check contract conditions	False	111017	Checked by Macy Hurst	2017-08-17 15:50:49	2017-08-17 15:50:45.667	Controlling	Macy Hurst
Final check of invoice	False	111017	Checked by Aaron Chaney	2017-08-21 10:03:21	2017-08-17 15:50:49	Purchasing	Aaron Chaney
Approve invoice	False	111017	Approve hierarchy (level 1)	2017-08-24 12:05:51	2017-08-22 23:04:36	Line management	Eden Morrow
Check received invoice	False	111018	Checked by Macy Hurst	2017-08-13 10:04:06	2017-08-13 10:04:05.333	Controlling	Macy Hurst
Request data	False	111018	Request sent: 2017-08-14	2017-08-17 15:50:36	2017-08-14 19:59:36	Controlling	Macy Hurst
Check contract conditions	False	111018	Checked by Macy Hurst	2017-08-17 15:50:36	2017-08-17 15:50:36	Controlling	Macy Hurst
Check contract conditions	False	111018	Checked by Macy Hurst	2017-08-17 15:50:40	2017-08-17 15:50:37.333	Controlling	Macy Hurst
Final check of invoice	False	111018	Checked by Aaron Chaney	2017-08-21 10:04:02	2017-08-17 15:50:40	Purchasing	Aaron Chaney
Approve invoice	False	111018	Approve hierarchy (level 3)	2017-08-24 12:06:48	2017-08-22 23:05:25	Line management	Eden Morrow
Check received invoice	False	111019	Checked by Macy Hurst	2017-08-13 10:04:29	2017-08-13 10:04:28.333	Controlling	Macy Hurst
Request data	False	111019	Request sent: 2017-08-14	2017-08-17 15:49:55	2017-08-14 19:59:37.667	Controlling	Macy Hurst
Pay invoice	False	111007	Bank account 6372186	2017-09-07 10:57:04	2017-09-03 13:33:48.667	Controlling	Macy Hurst
Pay invoice	False	111008	Bank account 6382187	2017-08-24 16:20:27	2017-08-24 16:01:19.667	Controlling	Macy Hurst
Pay invoice	False	111011	Bank account 6392188	2017-08-21 11:07:11	2017-08-21 10:17:00.333	Controlling	Macy Hurst
Pay invoice	False	111012	Bank account 6402189	2017-08-21 11:07:50	2017-08-21 10:18:04	Controlling	Macy Hurst
Pay invoice	False	111013	Bank account 6412190	2017-08-24 10:34:56	2017-08-21 22:00:11.333	Controlling	Macy Hurst
Pay invoice	False	111014	Bank account 6422191	2017-09-22 09:04:23	2017-09-19 07:44:38.333	Controlling	Macy Hurst
Pay invoice	False	111015	Bank account 6432192	2017-08-24 13:08:40	2017-08-22 15:25:40.667	Controlling	Macy Hurst
Pay invoice	False	111017	Bank account 6442193	2017-08-24 16:21:06	2017-08-24 13:30:56	Controlling	Macy Hurst
